April, Category2, 744
March, Category4, 966
October, Category4, 177
July, Category6, 198
August, Category3, 311
October, Category8, 158
July, Category5, 164
December, Category8, 382
January, Category0, 8
June, Category6, 628
December, Category4, 348
July, Category3, 531
October, Category3, 983
October, Category4, 142
January, Category2, 605
May, Category9, 78
July, Category1, 496
September, Category3, 70
April, Category1, 983
August, Category8, 218
February, Category6, 4
November, Category8, 717
July, Category0, 880
September, Category9, 454
July, Category6, 566
January, Category0, 258
August, Category5, 563
June, Category4, 28
February, Category4, 54
June, Category6, 272
August, Category7, 990
April, Category2, 76
June, Category6, 685
July, Category0, 279
January, Category9, 905
September, Category6, 485
April, Category6, 433
September, Category0, 66
January, Category7, 285
April, Category3, 477
February, Category8, 194
August, Category5, 969
December, Category0, 203
November, Category4, 14
April, Category2, 382
October, Category1, 359
October, Category3, 198
November, Category3, 884
November, Category0, 330
April, Category5, 415
September, Category9, 747
August, Category9, 397
January, Category5, 649
September, Category7, 203
December, Category0, 215
July, Category2, 496
May, Category2, 945
May, Category1, 238
January, Category1, 224
November, Category8, 106
December, Category1, 379
April, Category9, 299
July, Category1, 408
September, Category9, 325
June, Category9, 274
March, Category5, 53
July, Category8, 798
August, Category6, 186
May, Category0, 800
February, Category6, 513
April, Category2, 759
May, Category9, 128
July, Category2, 532
August, Category8, 712
September, Category3, 597
April, Category0, 853
March, Category0, 767
November, Category5, 858
February, Category5, 653
June, Category5, 517
October, Category0, 97
April, Category4, 424
October, Category2, 519
September, Category8, 194
June, Category1, 951
September, Category2, 433
July, Category6, 89
January, Category1, 315
March, Category6, 623
March, Category2, 416
February, Category8, 452
December, Category2, 256
September, Category8, 31
November, Category0, 971
October, Category0, 203
January, Category6, 317
October, Category8, 401
April, Category7, 15
March, Category3, 432
September, Category3, 172
December, Category8, 842
March, Category9, 595
April, Category5, 904
November, Category8, 841
May, Category6, 517
February, Category7, 43
September, Category2, 281
April, Category6, 752
September, Category9, 3
September, Category5, 790
May, Category0, 986
May, Category5, 450
August, Category2, 174
March, Category8, 10
August, Category2, 572
March, Category9, 721
September, Category5, 709
December, Category8, 726
July, Category9, 559
August, Category0, 927
November, Category9, 273
November, Category3, 472
December, Category8, 847
September, Category9, 502
February, Category2, 856
November, Category4, 513
August, Category4, 48
December, Category0, 420
August, Category6, 234
August, Category6, 958
October, Category3, 310
March, Category7, 725
September, Category1, 266
July, Category7, 321
October, Category1, 281
May, Category6, 142
December, Category3, 694
October, Category2, 136
February, Category3, 8
November, Category0, 287
March, Category4, 921
May, Category0, 292
December, Category8, 61
February, Category8, 177
September, Category3, 56
June, Category9, 380
September, Category2, 873
August, Category6, 193
October, Category8, 995
November, Category0, 315
August, Category7, 761
July, Category1, 604
July, Category6, 150
February, Category2, 688
February, Category7, 473
June, Category2, 44
March, Category5, 209
March, Category6, 668
May, Category5, 158
September, Category3, 26
May, Category8, 827
January, Category4, 738
March, Category2, 633
July, Category7, 996
April, Category4, 741
October, Category7, 450
September, Category2, 834
March, Category3, 585
December, Category1, 30
December, Category1, 839
July, Category3, 386
November, Category1, 211
September, Category8, 626
September, Category0, 179
June, Category9, 982
May, Category1, 988
January, Category7, 663
June, Category7, 807
December, Category6, 88
May, Category4, 468
January, Category2, 618
August, Category9, 183
July, Category9, 375
March, Category7, 179
December, Category8, 863
June, Category8, 637
May, Category6, 785
September, Category8, 186
April, Category4, 407
January, Category8, 93
May, Category9, 367
January, Category2, 15
January, Category0, 894
May, Category3, 578
October, Category3, 993
September, Category3, 81
April, Category0, 445
April, Category3, 424
May, Category1, 979
June, Category9, 977
April, Category8, 541
January, Category1, 761
May, Category2, 719
May, Category8, 914
July, Category0, 956
March, Category9, 483
July, Category1, 700
November, Category0, 890
March, Category6, 196
February, Category6, 930
September, Category9, 39
January, Category8, 345
January, Category4, 121
May, Category1, 531
October, Category7, 625
December, Category5, 202
October, Category6, 906
December, Category9, 265
July, Category5, 704
September, Category3, 641
September, Category7, 276
August, Category0, 964
May, Category5, 977
March, Category6, 595
April, Category3, 731
February, Category1, 535
December, Category6, 446
December, Category4, 716
November, Category3, 289
September, Category9, 896
February, Category0, 516
June, Category3, 149
September, Category3, 435
March, Category0, 646
November, Category8, 543
December, Category9, 197
August, Category7, 953
May, Category1, 222
April, Category9, 713
December, Category4, 987
August, Category6, 278
September, Category1, 990
May, Category6, 480
June, Category2, 496
April, Category9, 784
December, Category3, 470
April, Category5, 814
September, Category3, 554
May, Category4, 129
September, Category7, 348
February, Category6, 79
April, Category9, 527
January, Category3, 911
May, Category5, 600
January, Category8, 142
August, Category7, 463
February, Category9, 984
July, Category2, 496
August, Category2, 976
September, Category1, 741
March, Category2, 458
January, Category2, 508
May, Category5, 252
June, Category6, 495
March, Category4, 737
August, Category4, 69
January, Category9, 250
September, Category3, 733
October, Category0, 696
September, Category8, 90
August, Category0, 827
March, Category8, 102
December, Category1, 885
September, Category1, 523
March, Category3, 857
December, Category3, 466
April, Category0, 160
July, Category1, 633
October, Category9, 24
October, Category2, 835
April, Category3, 36
March, Category7, 494
February, Category7, 148
March, Category5, 605
September, Category4, 840
February, Category3, 74
March, Category6, 324
December, Category4, 337
October, Category0, 959
November, Category6, 950
October, Category9, 726
July, Category4, 708
May, Category5, 334
December, Category6, 348
September, Category0, 540
March, Category7, 126
October, Category9, 126
February, Category0, 670
March, Category7, 463
July, Category8, 368
March, Category2, 2
February, Category5, 999
March, Category2, 395
January, Category4, 853
November, Category2, 882
January, Category3, 432
March, Category8, 546
December, Category4, 741
May, Category4, 1000
September, Category7, 332
June, Category9, 413
August, Category3, 974
December, Category3, 945
December, Category7, 142
May, Category8, 615
September, Category8, 44
February, Category1, 632
December, Category4, 441
January, Category2, 531
October, Category7, 730
February, Category1, 311
August, Category1, 912
February, Category5, 537
November, Category6, 506
January, Category7, 807
July, Category1, 952
July, Category1, 580
September, Category8, 482
October, Category0, 98
July, Category4, 691
February, Category4, 199
April, Category7, 360
August, Category7, 654
December, Category1, 78
September, Category6, 312
September, Category6, 111
January, Category7, 948
January, Category3, 685
June, Category5, 85
February, Category5, 682
May, Category8, 328
September, Category8, 94
March, Category1, 454
November, Category1, 385
October, Category6, 66
February, Category7, 332
September, Category5, 114
February, Category0, 650
January, Category1, 822
November, Category8, 134
October, Category2, 317
June, Category9, 411
August, Category1, 49
May, Category8, 839
January, Category1, 409
December, Category5, 965
October, Category0, 37
August, Category4, 839
June, Category5, 580
July, Category0, 491
June, Category2, 574
May, Category9, 433
September, Category0, 706
August, Category9, 67
September, Category4, 940
June, Category0, 439
November, Category8, 556
April, Category5, 76
January, Category7, 187
December, Category7, 620
March, Category8, 705
May, Category1, 825
March, Category1, 905
September, Category4, 128
May, Category8, 626
February, Category0, 278
March, Category7, 495
March, Category2, 937
June, Category4, 435
August, Category2, 641
September, Category7, 451
December, Category4, 408
July, Category6, 312
February, Category9, 170
May, Category1, 68
February, Category0, 410
October, Category5, 38
July, Category6, 790
June, Category9, 383
August, Category3, 209
February, Category0, 596
May, Category3, 105
December, Category9, 289
October, Category3, 339
September, Category1, 88
December, Category4, 27
January, Category7, 421
October, Category6, 873
December, Category8, 877
October, Category0, 900
August, Category2, 519
April, Category5, 98
October, Category4, 565
June, Category8, 811
February, Category7, 458
August, Category9, 929
September, Category8, 491
October, Category2, 347
February, Category3, 910
February, Category3, 125
February, Category2, 836
September, Category3, 104
September, Category8, 61
May, Category7, 128
March, Category8, 926
July, Category1, 593
April, Category6, 616
November, Category1, 210
May, Category0, 816
March, Category8, 862
March, Category9, 709
December, Category4, 247
November, Category9, 227
April, Category0, 68
February, Category6, 635
September, Category8, 143
April, Category7, 449
December, Category3, 182
October, Category0, 88
March, Category7, 156
May, Category8, 877
February, Category0, 63
November, Category3, 289
December, Category8, 122
December, Category9, 754
December, Category3, 454
November, Category3, 523
February, Category9, 370
October, Category0, 687
March, Category6, 618
October, Category7, 113
November, Category7, 967
November, Category3, 195
May, Category5, 70
December, Category0, 398
April, Category5, 677
June, Category8, 877
August, Category4, 519
March, Category6, 61
December, Category3, 655
November, Category6, 526
February, Category5, 699
October, Category2, 151
October, Category6, 121
February, Category1, 82
December, Category2, 612
September, Category1, 356
October, Category7, 413
January, Category3, 284
March, Category7, 350
October, Category4, 205
January, Category0, 746
December, Category1, 161
December, Category4, 534
November, Category8, 656
September, Category1, 521
July, Category0, 288
August, Category3, 980
October, Category6, 532
March, Category1, 842
May, Category1, 631
December, Category9, 834
October, Category0, 559
May, Category7, 832
August, Category1, 392
September, Category9, 677
November, Category8, 246
July, Category6, 888
April, Category8, 966
February, Category3, 579
December, Category0, 892
September, Category1, 456
March, Category0, 418
May, Category0, 927
November, Category1, 46
December, Category1, 142
October, Category4, 153
August, Category1, 66
May, Category3, 317
January, Category6, 318
January, Category5, 18
October, Category6, 522
February, Category0, 76
April, Category2, 80
August, Category3, 420
May, Category2, 303
July, Category1, 669
May, Category0, 426
October, Category3, 110
September, Category6, 483
November, Category9, 262
March, Category6, 186
August, Category7, 51
September, Category4, 67
March, Category4, 521
February, Category4, 151
October, Category7, 933
May, Category5, 236
June, Category9, 355
August, Category0, 41
October, Category3, 1000
April, Category8, 895
April, Category7, 484
February, Category5, 230
June, Category0, 898
October, Category4, 880
January, Category2, 1000
September, Category6, 143
March, Category6, 672
May, Category0, 940
September, Category9, 501
June, Category4, 626
June, Category7, 771
December, Category2, 562
October, Category0, 902
January, Category9, 49
February, Category5, 885
September, Category2, 691
February, Category7, 494
May, Category7, 867
February, Category3, 862
August, Category3, 237
January, Category1, 384
March, Category0, 922
January, Category8, 987
November, Category9, 340
May, Category7, 158
May, Category3, 261
August, Category3, 785
April, Category6, 699
January, Category0, 215
June, Category4, 167
March, Category7, 405
April, Category3, 146
March, Category7, 798
August, Category7, 584
October, Category2, 535
January, Category1, 768
June, Category6, 592
August, Category9, 403
June, Category3, 951
November, Category3, 843
March, Category4, 477
September, Category7, 168
March, Category5, 359
June, Category0, 510
June, Category8, 226
October, Category7, 523
April, Category5, 867
March, Category9, 203
March, Category6, 421
September, Category6, 404
May, Category2, 342
April, Category7, 385
February, Category9, 147
January, Category9, 553
March, Category9, 255
June, Category7, 543
December, Category5, 518
October, Category5, 258
February, Category5, 307
June, Category5, 658
July, Category5, 585
August, Category5, 443
March, Category1, 843
October, Category1, 500
September, Category0, 680
May, Category2, 567
September, Category2, 128
September, Category4, 438
August, Category1, 667
March, Category8, 651
October, Category1, 846
April, Category3, 336
May, Category3, 236
October, Category1, 609
August, Category1, 454
July, Category9, 278
September, Category3, 488
December, Category0, 822
May, Category0, 688
August, Category0, 205
July, Category3, 90
June, Category2, 199
February, Category3, 279
July, Category0, 246
April, Category4, 229
June, Category5, 567
November, Category3, 750
January, Category7, 747
April, Category1, 1
January, Category9, 141
December, Category5, 324
September, Category2, 113
February, Category2, 658
April, Category5, 564
July, Category0, 827
August, Category5, 453
May, Category7, 565
October, Category8, 218
June, Category4, 871
March, Category8, 378
December, Category6, 43
January, Category0, 830
July, Category9, 292
July, Category1, 841
August, Category4, 354
September, Category5, 980
May, Category5, 496
April, Category2, 954
December, Category7, 937
November, Category1, 715
January, Category2, 514
August, Category7, 19
June, Category0, 28
October, Category4, 9
May, Category0, 329
October, Category2, 14
December, Category8, 584
June, Category7, 366
April, Category0, 682
September, Category7, 120
December, Category3, 592
November, Category7, 438
November, Category8, 588
June, Category4, 472
April, Category5, 201
September, Category6, 907
February, Category8, 413
November, Category0, 453
January, Category5, 306
August, Category1, 250
February, Category5, 650
November, Category5, 20
October, Category4, 39
June, Category1, 333
January, Category2, 770
October, Category1, 968
April, Category8, 527
February, Category3, 610
July, Category1, 316
January, Category4, 730
December, Category5, 788
April, Category8, 954
May, Category1, 57
May, Category3, 523
August, Category0, 347
February, Category2, 661
November, Category0, 380
November, Category8, 520
October, Category2, 900
February, Category2, 99
February, Category9, 801
September, Category5, 550
January, Category9, 466
February, Category3, 46
June, Category8, 11
April, Category0, 15
October, Category8, 414
July, Category4, 63
December, Category1, 201
May, Category1, 44
November, Category4, 577
January, Category0, 135
December, Category3, 514
August, Category2, 667
October, Category8, 944
June, Category6, 304
January, Category4, 768
June, Category2, 419
April, Category5, 804
May, Category5, 194
June, Category8, 907
January, Category5, 510
November, Category2, 762
September, Category1, 970
December, Category0, 807
February, Category7, 623
September, Category4, 583
July, Category2, 344
July, Category5, 176
February, Category2, 308
September, Category2, 599
December, Category8, 601
February, Category4, 403
February, Category8, 718
July, Category9, 80
March, Category3, 461
January, Category7, 200
May, Category4, 198
December, Category2, 2
October, Category9, 841
October, Category4, 103
February, Category6, 490
April, Category2, 705
July, Category5, 712
December, Category3, 207
February, Category3, 729
July, Category7, 85
September, Category5, 798
October, Category6, 926
October, Category3, 852
October, Category0, 888
March, Category6, 725
December, Category2, 493
September, Category1, 534
September, Category5, 313
April, Category1, 948
February, Category8, 99
May, Category3, 478
April, Category5, 553
April, Category4, 549
June, Category4, 924
July, Category0, 258
November, Category5, 611
October, Category9, 454
July, Category5, 866
April, Category1, 94
June, Category2, 312
November, Category4, 706
September, Category6, 924
January, Category0, 350
February, Category7, 171
October, Category0, 265
July, Category4, 110
February, Category7, 848
December, Category0, 834
August, Category9, 422
July, Category5, 401
June, Category1, 93
March, Category4, 758
November, Category4, 855
May, Category0, 587
March, Category2, 18
December, Category5, 835
June, Category9, 331
November, Category7, 154
August, Category7, 987
April, Category3, 867
November, Category7, 983
August, Category3, 44
March, Category4, 271
June, Category8, 31
December, Category2, 130
October, Category5, 761
April, Category6, 890
February, Category9, 600
October, Category5, 154
May, Category6, 573
October, Category4, 407
February, Category2, 164
December, Category9, 710
May, Category3, 648
May, Category4, 973
March, Category0, 100
March, Category4, 574
March, Category9, 455
November, Category7, 196
October, Category6, 532
October, Category4, 536
December, Category0, 696
August, Category3, 752
August, Category0, 459
August, Category0, 501
January, Category6, 713
December, Category2, 389
March, Category7, 286
March, Category5, 203
June, Category5, 201
July, Category4, 691
February, Category5, 655
December, Category5, 692
December, Category2, 67
November, Category0, 748
November, Category0, 612
January, Category3, 7
May, Category4, 751
August, Category7, 436
November, Category1, 964
October, Category3, 950
April, Category3, 523
August, Category4, 409
February, Category2, 220
November, Category6, 696
September, Category0, 762
May, Category8, 212
December, Category7, 234
January, Category1, 921
March, Category6, 754
December, Category9, 639
December, Category9, 720
April, Category0, 623
July, Category6, 619
November, Category5, 336
July, Category5, 261
April, Category5, 669
February, Category0, 38
October, Category9, 996
November, Category5, 536
November, Category3, 366
February, Category6, 644
January, Category6, 576
August, Category6, 806
February, Category9, 602
May, Category7, 904
February, Category6, 372
November, Category8, 773
October, Category4, 469
July, Category7, 886
January, Category5, 233
February, Category4, 609
September, Category5, 770
May, Category8, 725
November, Category6, 109
April, Category2, 182
January, Category9, 721
February, Category3, 354
April, Category8, 84
September, Category4, 759
December, Category5, 745
January, Category7, 863
March, Category9, 74
August, Category8, 902
October, Category6, 154
August, Category1, 627
August, Category2, 886
December, Category0, 899
July, Category1, 282
December, Category8, 379
August, Category8, 361
August, Category5, 233
September, Category0, 675
May, Category4, 113
March, Category2, 280
February, Category6, 791
August, Category8, 458
August, Category6, 67
July, Category3, 167
October, Category4, 580
November, Category9, 100
February, Category2, 854
August, Category3, 23
November, Category0, 406
July, Category1, 757
March, Category5, 267
November, Category3, 73
June, Category3, 180
September, Category0, 209
November, Category4, 906
July, Category8, 547
October, Category3, 594
May, Category3, 631
April, Category8, 486
May, Category6, 115
July, Category0, 236
December, Category4, 362
December, Category1, 104
October, Category0, 850
June, Category0, 150
October, Category5, 242
December, Category9, 328
March, Category8, 563
January, Category0, 914
April, Category9, 819
February, Category3, 473
May, Category3, 549
April, Category2, 746
August, Category4, 756
March, Category9, 683
March, Category9, 181
March, Category5, 984
April, Category2, 851
August, Category9, 734
August, Category0, 423
May, Category4, 268
December, Category6, 807
November, Category4, 781
July, Category9, 127
September, Category0, 622
June, Category2, 647
April, Category4, 360
September, Category4, 667
July, Category0, 395
June, Category9, 914
May, Category9, 102
September, Category3, 940
May, Category4, 236
February, Category6, 382
October, Category5, 898
February, Category6, 317
July, Category6, 756
March, Category3, 365
September, Category5, 557
July, Category1, 170
July, Category0, 698
June, Category3, 853
February, Category5, 212
February, Category7, 301
February, Category8, 80
January, Category3, 903
September, Category2, 353
January, Category3, 950
November, Category7, 826
April, Category6, 739
May, Category4, 839
September, Category9, 762
October, Category8, 306
November, Category9, 962
November, Category2, 210
August, Category6, 117
August, Category0, 338
June, Category1, 356
October, Category3, 54
March, Category0, 683
March, Category2, 555
September, Category5, 379
June, Category6, 504
December, Category0, 283
October, Category2, 765
December, Category5, 879
February, Category7, 481
August, Category9, 549
January, Category9, 967
August, Category5, 988
August, Category7, 281
March, Category8, 311
July, Category2, 825
February, Category1, 130
November, Category9, 49
February, Category9, 98
March, Category6, 704
July, Category3, 524
March, Category3, 62
October, Category4, 802
July, Category4, 297
June, Category1, 611
July, Category8, 874
September, Category0, 702
April, Category3, 136
October, Category2, 779
January, Category1, 44
October, Category5, 149
May, Category6, 514
August, Category5, 487
August, Category0, 554
December, Category4, 474
December, Category0, 969
August, Category8, 257
June, Category9, 564
May, Category0, 66
January, Category7, 344
October, Category0, 421
September, Category0, 20
July, Category3, 380
January, Category2, 303
July, Category4, 591
July, Category6, 261
December, Category2, 832
November, Category0, 192
December, Category3, 369
December, Category7, 866
November, Category4, 139
August, Category1, 266
June, Category3, 762
March, Category8, 800
October, Category0, 625
August, Category9, 173
November, Category3, 684
December, Category3, 700
September, Category9, 317
August, Category9, 110
April, Category7, 733
January, Category4, 313
December, Category1, 886
February, Category1, 221
April, Category9, 329
June, Category5, 52
May, Category0, 562
August, Category1, 805
May, Category4, 765
October, Category6, 162
January, Category2, 72
July, Category1, 75
December, Category5, 335
February, Category1, 917
November, Category7, 656
July, Category0, 946
October, Category8, 941
April, Category8, 337
January, Category3, 678
March, Category1, 510
March, Category3, 355
September, Category8, 701
June, Category0, 264
January, Category0, 382
June, Category4, 138
July, Category9, 871
December, Category1, 796
January, Category1, 654
December, Category7, 237
March, Category1, 184
December, Category6, 621
September, Category1, 85
February, Category0, 46
September, Category0, 898
October, Category7, 247
August, Category2, 116
June, Category2, 161
April, Category5, 974
June, Category8, 410
April, Category1, 664
October, Category0, 799
April, Category8, 26
July, Category2, 36
May, Category1, 417
October, Category2, 86
June, Category8, 658
February, Category8, 259
June, Category9, 890
July, Category0, 951
March, Category3, 893
July, Category5, 513
January, Category2, 147
September, Category5, 472
March, Category7, 827
October, Category1, 488
February, Category1, 941
March, Category6, 923
March, Category0, 893
January, Category1, 945
May, Category8, 525
January, Category7, 615
September, Category0, 45
April, Category5, 736
January, Category6, 420
October, Category1, 390
July, Category5, 687
September, Category1, 642
July, Category3, 742
October, Category6, 704
July, Category8, 366
October, Category1, 50
April, Category7, 185
January, Category0, 774
October, Category3, 659
April, Category1, 256
January, Category3, 15
April, Category9, 201
November, Category7, 732
September, Category4, 315
April, Category6, 95
April, Category8, 516
February, Category5, 89
September, Category2, 26
July, Category4, 823
January, Category0, 167
May, Category4, 372
May, Category8, 469
November, Category8, 566
June, Category5, 374
February, Category8, 24
April, Category7, 497
July, Category2, 921
February, Category2, 298
August, Category8, 234
January, Category8, 189
October, Category3, 908
January, Category8, 886
March, Category7, 647
January, Category6, 574
July, Category7, 227
August, Category1, 437
October, Category0, 278
January, Category8, 994
November, Category4, 976
January, Category8, 483
December, Category6, 647
August, Category4, 819
November, Category8, 799
October, Category4, 577
November, Category4, 786
March, Category6, 522
March, Category4, 23
December, Category4, 749
July, Category4, 932
August, Category6, 463
October, Category8, 379
July, Category7, 257
March, Category9, 463
July, Category7, 502
August, Category0, 850
May, Category5, 427
December, Category9, 738
October, Category1, 437
April, Category6, 403
December, Category2, 829
March, Category1, 864
April, Category0, 683
October, Category1, 684
November, Category5, 102
November, Category7, 292
September, Category1, 499
August, Category7, 891
December, Category6, 209
October, Category3, 612
September, Category6, 90
July, Category9, 382
January, Category7, 5
August, Category8, 580
June, Category1, 533
September, Category3, 352
September, Category8, 637
October, Category3, 166
October, Category1, 519
August, Category6, 108
July, Category1, 209
May, Category1, 208
March, Category9, 562
October, Category1, 774
December, Category3, 621
June, Category7, 622
September, Category2, 523
December, Category1, 655
May, Category9, 233
January, Category9, 817
June, Category1, 467
August, Category0, 577
September, Category3, 817
November, Category1, 207
May, Category6, 260
July, Category4, 12
May, Category0, 125
September, Category5, 212
October, Category8, 201
September, Category2, 335
October, Category1, 700
October, Category4, 505
July, Category3, 362
October, Category7, 785
March, Category3, 101
August, Category1, 667
February, Category8, 534
May, Category1, 146
November, Category0, 710
February, Category1, 838
October, Category7, 586
March, Category3, 821
August, Category5, 209
May, Category9, 11
August, Category9, 849
July, Category3, 321
February, Category1, 740
May, Category1, 295
July, Category5, 645
August, Category4, 815
March, Category5, 392
October, Category4, 589
January, Category2, 317
March, Category1, 477
November, Category8, 469
October, Category8, 999
November, Category7, 903
September, Category1, 500
May, Category1, 956
April, Category8, 8
July, Category7, 952
April, Category9, 814
October, Category4, 189
October, Category3, 484
February, Category5, 242
January, Category2, 236
October, Category8, 978
April, Category9, 892
June, Category0, 446
April, Category7, 470
February, Category6, 652
January, Category3, 4
August, Category6, 411
December, Category0, 67
May, Category5, 973
February, Category6, 518
April, Category6, 878
January, Category1, 218
October, Category8, 390
December, Category3, 395
April, Category1, 850
April, Category8, 202
January, Category1, 257
June, Category6, 928
March, Category5, 41
May, Category6, 719
April, Category1, 594
July, Category3, 135
November, Category9, 772
October, Category2, 421
May, Category4, 810
May, Category6, 128
September, Category3, 816
March, Category5, 241
May, Category5, 485
October, Category7, 543
August, Category5, 34
December, Category1, 356
October, Category1, 61
October, Category8, 782
November, Category0, 917
October, Category7, 35
April, Category8, 918
June, Category1, 790
December, Category5, 554
October, Category2, 789
May, Category5, 940
December, Category1, 913
September, Category6, 455
November, Category5, 251
August, Category9, 250
November, Category0, 690
April, Category2, 531
August, Category2, 118
January, Category2, 92
January, Category2, 553
November, Category2, 417
January, Category2, 37
October, Category0, 831
June, Category4, 441
April, Category8, 595
August, Category7, 86
November, Category2, 120
November, Category4, 795
August, Category3, 882
June, Category5, 806
September, Category7, 67
July, Category3, 832
January, Category6, 219
October, Category0, 203
July, Category6, 758
December, Category8, 179
December, Category3, 620
March, Category2, 369
November, Category8, 101
October, Category8, 484
May, Category5, 983
November, Category8, 899
December, Category9, 302
August, Category4, 227
July, Category3, 182
March, Category3, 628
September, Category7, 296
March, Category2, 484
January, Category5, 488
November, Category3, 141
September, Category2, 912
July, Category5, 191
September, Category3, 12
December, Category0, 57
November, Category2, 653
August, Category7, 435
November, Category7, 580
September, Category1, 775
May, Category8, 534
June, Category6, 547
March, Category6, 724
March, Category0, 663
March, Category9, 944
December, Category1, 201
June, Category2, 915
January, Category2, 336
January, Category7, 924
September, Category4, 233
November, Category3, 553
March, Category7, 425
February, Category3, 552
August, Category8, 72
March, Category7, 74
May, Category3, 45
March, Category4, 397
April, Category9, 502
May, Category3, 682
November, Category6, 371
July, Category3, 569
July, Category5, 401
May, Category9, 162
July, Category6, 583
July, Category0, 414
January, Category9, 651
March, Category5, 418
October, Category3, 986
September, Category7, 596
August, Category2, 798
April, Category5, 39
March, Category7, 273
May, Category8, 915
February, Category2, 998
February, Category0, 247
September, Category5, 12
August, Category1, 955
May, Category3, 887
November, Category0, 883
March, Category7, 820
January, Category1, 95
October, Category4, 409
August, Category6, 901
January, Category5, 201
April, Category4, 992
December, Category7, 928
April, Category2, 611
January, Category1, 380
December, Category4, 846
July, Category2, 392
December, Category2, 67
August, Category7, 626
April, Category5, 245
August, Category5, 832
December, Category4, 631
February, Category8, 490
June, Category9, 510
November, Category5, 517
February, Category7, 251
November, Category0, 689
July, Category3, 795
February, Category5, 674
June, Category5, 924
July, Category1, 866
September, Category4, 807
April, Category0, 773
October, Category9, 612
March, Category4, 939
June, Category7, 77
July, Category5, 597
March, Category1, 524
September, Category6, 221
September, Category7, 329
February, Category8, 947
August, Category8, 177
October, Category3, 356
November, Category9, 508
February, Category9, 662
May, Category8, 482
November, Category1, 327
August, Category7, 188
June, Category1, 794
August, Category5, 545
January, Category9, 961
June, Category1, 795
May, Category8, 794
July, Category9, 617
January, Category7, 184
May, Category2, 863
November, Category5, 453
January, Category4, 151
July, Category9, 613
May, Category3, 754
November, Category8, 830
January, Category4, 364
August, Category9, 45
April, Category5, 507
November, Category7, 112
March, Category7, 465
February, Category6, 422
March, Category9, 814
May, Category7, 730
November, Category1, 644
March, Category4, 77
February, Category9, 359
May, Category6, 398
November, Category5, 147
July, Category0, 431
February, Category8, 485
November, Category2, 40
January, Category9, 288
June, Category8, 742
March, Category2, 173
July, Category7, 220
August, Category7, 508
April, Category1, 222
March, Category4, 292
February, Category8, 767
September, Category5, 550
November, Category2, 184
June, Category5, 281
March, Category7, 202
October, Category9, 782
September, Category3, 94
November, Category5, 43
June, Category9, 500
March, Category6, 125
April, Category4, 335
October, Category9, 991
August, Category1, 727
August, Category8, 16
June, Category0, 20
February, Category6, 37
July, Category3, 309
June, Category5, 229
May, Category6, 660
May, Category5, 372
December, Category6, 164
December, Category3, 141
May, Category3, 788
May, Category7, 138
October, Category5, 990
June, Category6, 731
August, Category5, 522
October, Category9, 769
May, Category2, 421
April, Category4, 676
July, Category5, 451
February, Category8, 407
July, Category9, 623
March, Category2, 664
June, Category3, 51
December, Category8, 325
February, Category1, 750
May, Category8, 64
June, Category3, 589
September, Category6, 523
March, Category1, 610
May, Category1, 384
May, Category3, 234
July, Category2, 218
January, Category7, 714
June, Category2, 727
July, Category7, 950
October, Category2, 450
October, Category9, 591
September, Category2, 366
October, Category1, 280
August, Category1, 766
May, Category4, 883
April, Category8, 205
March, Category3, 210
December, Category3, 52
December, Category8, 138
August, Category2, 924
March, Category1, 762
March, Category0, 161
December, Category3, 767
January, Category5, 561
November, Category4, 504
March, Category1, 877
May, Category6, 466
September, Category1, 438
January, Category7, 776
July, Category3, 771
January, Category9, 695
November, Category1, 709
November, Category4, 136
November, Category2, 197
November, Category1, 481
October, Category6, 422
August, Category0, 973
November, Category5, 597
April, Category2, 944
May, Category1, 624
August, Category6, 243
May, Category7, 359
January, Category2, 456
March, Category2, 318
August, Category7, 683
September, Category9, 925
February, Category6, 44
October, Category8, 181
August, Category5, 298
July, Category6, 643
July, Category8, 35
December, Category7, 620
December, Category9, 598
April, Category6, 981
September, Category7, 632
November, Category5, 395
August, Category7, 891
January, Category2, 270
July, Category5, 23
June, Category3, 151
March, Category6, 391
November, Category8, 842
June, Category1, 646
December, Category7, 221
January, Category1, 665
May, Category3, 662
August, Category7, 897
July, Category6, 997
September, Category6, 289
June, Category2, 751
May, Category6, 66
August, Category1, 450
July, Category7, 355
June, Category2, 361
December, Category0, 552
May, Category8, 991
May, Category3, 885
October, Category3, 682
July, Category6, 447
March, Category7, 700
July, Category1, 539
February, Category6, 854
January, Category0, 928
February, Category6, 745
July, Category4, 135
March, Category9, 76
March, Category4, 241
January, Category2, 970
October, Category7, 478
October, Category7, 289
May, Category1, 487
July, Category0, 333
May, Category0, 664
April, Category9, 211
July, Category9, 290
November, Category7, 592
November, Category3, 760
March, Category0, 281
May, Category6, 34
March, Category9, 671
December, Category1, 421
December, Category1, 753
October, Category8, 576
July, Category4, 508
October, Category7, 327
January, Category2, 427
March, Category3, 847
November, Category9, 928
June, Category2, 636
May, Category1, 317
March, Category0, 132
October, Category8, 650
May, Category6, 309
January, Category4, 302
October, Category4, 458
January, Category8, 333
April, Category6, 212
February, Category4, 279
February, Category8, 826
August, Category3, 567
September, Category5, 480
May, Category7, 166
December, Category3, 978
July, Category1, 79
July, Category0, 332
June, Category8, 534
April, Category8, 861
September, Category0, 839
April, Category7, 52
January, Category1, 84
November, Category8, 531
